Player,Season,Age,Nation,Club,Matchs_played,Minutes_played,Titular_played,Goals,Assists,Position
Chris Mepham,2022-2023,24,Wales,Bournemouth,26,2199,24,0,0,DF
Chris Mepham,2023-2024,25,Wales,Bournemouth,10,617,6,0,1,DF
Chris Richards,2022-2023,22,United States,Crystal Palace,9,447,4,0,0,DF
Chris Richards,2023-2024,23,United States,Crystal Palace,26,2094,23,1,1,DF
Chris Smalling,2018-2019,28,England,Manchester Utd,24,2127,24,1,0,DF
Christian Fuchs,2019-2020,33,Austria,Leicester City,11,772,8,0,0,DF
Christian Fuchs,2020-2021,34,Austria,Leicester City,9,702,8,0,0,DF
Christian Kabasele,2018-2019,27,Belgium,Watford,21,1586,19,0,0,DF
Christian Kabasele,2019-2020,28,Belgium,Watford,27,2250,26,0,2,DF
Christian Kabasele,2021-2022,30,Belgium,Watford,16,1193,12,0,0,DF
Christian Pulisic,2022-2023,23,United States,Chelsea,24,821,8,1,1,FW
Christoph Zimmermann,2019-2020,26,Germany,Norwich City,17,1430,16,0,1,DF
Christopher Schindler,2018-2019,28,Germany,Huddersfield,37,3260,37,1,0,DF
Ciaran Clark,2018-2019,28,Ireland,Newcastle Utd,11,858,9,3,0,DF
Ciaran Clark,2019-2020,29,Ireland,Newcastle Utd,14,1186,14,2,0,DF
Ciaran Clark,2020-2021,30,Ireland,Newcastle Utd,22,1891,21,1,0,DF
Ciaran Clark,2021-2022,31,Ireland,Newcastle Utd,13,1014,12,0,1,DF
Clément Lenglet,2022-2023,27,France,Tottenham,26,2019,24,0,2,DF
Clément Lenglet,2023-2024,28,France,Aston Villa,14,1153,14,0,1,DF
Connor Roberts,2021-2022,25,Wales,Burnley,21,1692,19,1,1,DF
Connor Roberts,2023-2024,27,Wales,Burnley,14,823,8,0,1,DF
Conor Bradley,2023-2024,20,Northern Ireland,Liverpool,11,753,10,1,3,DF
Conor Coady,2018-2019,25,England,Wolves,38,3420,38,0,0,DF
Conor Coady,2019-2020,26,England,Wolves,38,3420,38,0,0,DF
Conor Coady,2020-2021,27,England,Wolves,37,3303,37,1,0,DF
Conor Coady,2021-2022,28,England,Wolves,38,3361,38,4,0,DF
Conor Coady,2022-2023,29,England,2 Teams,24,2096,23,1,1,DF
Conor Townsend,2020-2021,27,England,West Brom,25,2234,25,0,2,DF
Craig Cathcart,2018-2019,29,Northern Ireland,Watford,36,3096,35,3,0,DF
Craig Cathcart,2019-2020,30,Northern Ireland,Watford,29,2488,28,0,0,DF
Craig Cathcart,2021-2022,32,Northern Ireland,Watford,31,2396,27,0,1,DF
Craig Dawson,2019-2020,29,England,Watford,29,2361,26,2,0,DF
Craig Dawson,2020-2021,30,England,West Ham,22,1925,22,3,0,DF
Craig Dawson,2021-2022,31,England,West Ham,34,2754,30,2,2,DF
Craig Dawson,2022-2023,32,England,2 Teams,25,2134,25,1,0,DF
Craig Dawson,2023-2024,33,England,Wolves,25,2209,25,1,1,DF
Cristian Romero,2021-2022,23,Argentina,Tottenham,22,1844,21,1,0,DF
Cristian Romero,2022-2023,24,Argentina,Tottenham,27,2364,26,0,1,DF
Cristian Romero,2023-2024,25,Argentina,Tottenham,33,2790,33,5,0,DF
Cyrus Christie,2018-2019,25,Ireland,Fulham,28,1948,19,0,1,DF
Cédric Soares,2018-2019,26,Portugal,Southampton,18,1495,16,1,2,DF
Cédric Soares,2019-2020,27,Portugal,2 Teams,21,1555,19,1,1,MF
Cédric Soares,2020-2021,28,Portugal,Arsenal,10,746,8,0,1,DF
Cédric Soares,2021-2022,29,Portugal,Arsenal,21,1486,16,1,1,DF
Cédric Soares,2022-2023,30,Portugal,2 Teams,8,227,2,0,0,DF
César Azpilicueta,2018-2019,28,Spain,Chelsea,38,3402,38,1,5,DF
César Azpilicueta,2019-2020,29,Spain,Chelsea,36,3229,36,2,6,DF
César Azpilicueta,2020-2021,30,Spain,Chelsea,26,2188,24,1,2,DF
César Azpilicueta,2021-2022,31,Spain,Chelsea,27,2070,24,1,2,DF
César Azpilicueta,2022-2023,32,Spain,Chelsea,25,1527,16,0,0,DF
Daiki Hashioka,2023-2024,24,Japan,Luton Town,10,595,6,0,0,DF
Dan Burn,2019-2020,27,England,Brighton,34,2880,33,0,0,DF
Dan Burn,2020-2021,28,England,Brighton,27,2061,23,1,0,DF
Dan Burn,2021-2022,29,England,2 Teams,29,2462,28,1,1,DF
Dan Burn,2022-2023,30,England,Newcastle Utd,38,3111,35,1,0,DF
Dan Burn,2023-2024,31,England,Newcastle Utd,33,2726,32,2,2,DF
Dango Ouattara,2023-2024,21,Burkina Faso,Bournemouth,30,1229,12,1,2,FW
Daniel Amartey,2018-2019,23,Ghana,Leicester City,9,641,7,0,0,DF
Daniel Amartey,2020-2021,25,Ghana,Leicester City,12,722,8,1,0,DF
Daniel Amartey,2021-2022,26,Ghana,Leicester City,28,2123,23,0,0,DF
Daniel Amartey,2022-2023,27,Ghana,Leicester City,20,1610,18,0,0,DF
Daniel Muñoz,2023-2024,27,Colombia,Crystal Palace,16,1439,16,0,4,DF
Danilo,2018-2019,27,Brazil,Manchester City,11,807,9,1,0,DF
Danny Rose,2018-2019,28,England,Tottenham,26,1798,20,0,3,DF
Danny Rose,2019-2020,29,England,2 Teams,23,1756,20,0,0,DF
Danny Rose,2021-2022,31,England,Watford,8,689,7,0,0,DF
Danny Simpson,2018-2019,31,England,Leicester City,6,292,3,0,0,DF
Dara O'Shea,2020-2021,21,Ireland,West Brom,28,2102,25,0,0,DF
Dara O'Shea,2023-2024,24,Ireland,Burnley,33,2892,32,3,4,DF
Darnell Furlong,2020-2021,24,England,West Brom,35,2932,32,1,3,DF
Daryl Janmaat,2018-2019,29,Netherlands,Watford,18,1520,17,0,2,DF
Daryl Janmaat,2019-2020,30,Netherlands,Watford,8,607,7,0,1,DF
David Luiz,2018-2019,31,Brazil,Chelsea,36,3238,36,3,2,DF
David Luiz,2019-2020,32,Brazil,Arsenal,33,2809,32,2,1,DF
David Luiz,2020-2021,33,Brazil,Arsenal,20,1396,17,1,0,DF
David Ozoh,2023-2024,18,England,Crystal Palace,9,156,0,0,0,MF
Davinson Sánchez,2018-2019,22,Colombia,Tottenham,23,1942,22,1,1,DF
Davinson Sánchez,2019-2020,23,Colombia,Tottenham,29,2431,27,0,0,DF
Davinson Sánchez,2020-2021,24,Colombia,Tottenham,18,1486,17,0,0,DF
Davinson Sánchez,2021-2022,25,Colombia,Tottenham,23,1631,17,2,0,DF
Davinson Sánchez,2022-2023,26,Colombia,Tottenham,18,858,8,0,0,DF
DeAndre Yedlin,2018-2019,25,United States,Newcastle Utd,29,2473,28,1,2,DF
DeAndre Yedlin,2019-2020,26,United States,Newcastle Utd,16,938,10,1,0,DF
DeAndre Yedlin,2020-2021,27,United States,Newcastle Utd,6,436,5,0,0,DF
Dejan Lovren,2018-2019,29,Croatia,Liverpool,13,986,11,1,0,DF
Dejan Lovren,2019-2020,30,Croatia,Liverpool,10,777,9,0,1,DF
Denis Odoi,2018-2019,30,Ghana,Fulham,31,2594,29,0,1,DF
Destiny Udogie,2023-2024,20,Italy,Tottenham,28,2391,28,2,3,DF
Diego Carlos,2023-2024,30,Brazil,Aston Villa,27,1816,20,0,0,DF
Diego Llorente,2020-2021,26,Spain,Leeds United,15,1204,14,1,0,DF
Diego Llorente,2021-2022,27,Spain,Leeds United,28,2340,28,3,0,DF
Diego Llorente,2022-2023,28,Spain,Leeds United,8,649,7,0,0,DF
Diego Rico,2018-2019,25,Spain,Bournemouth,12,612,5,0,0,DF
Diego Rico,2019-2020,26,Spain,Bournemouth,27,2332,27,0,4,DF
Dimitris Giannoulis,2021-2022,25,Greece,Norwich City,18,1169,14,0,1,DF
Diogo Dalot,2018-2019,19,Portugal,Manchester Utd,16,1013,12,0,2,DF
Diogo Dalot,2021-2022,22,Portugal,Manchester Utd,24,1801,19,0,0,DF
Diogo Dalot,2022-2023,23,Portugal,Manchester Utd,26,2154,24,1,2,DF
Diogo Dalot,2023-2024,24,Portugal,Manchester Utd,36,3174,35,2,3,DF
Djibril Sidibé,2019-2020,27,France,Everton,25,1824,18,0,4,DF
Duje Ćaleta-Car,2022-2023,25,Croatia,Southampton,13,946,9,1,0,DF
Emerson,2021-2022,22,Brazil,Tottenham,31,2286,26,1,1,DF
Emerson,2022-2023,23,Brazil,Tottenham,26,1735,20,2,1,DF
Emerson,2023-2024,24,Brazil,Tottenham,22,1161,11,1,0,DF
Emerson Palmieri,2018-2019,23,Italy,Chelsea,10,663,7,0,0,DF
Emerson Palmieri,2019-2020,24,Italy,Chelsea,15,1024,13,0,0,DF
Emerson Palmieri,2022-2023,27,Italy,West Ham,22,1320,16,1,0,DF
Emerson Palmieri,2023-2024,28,Italy,West Ham,36,3137,35,1,2,DF
Emil Krafth,2019-2020,24,Sweden,Newcastle Utd,17,1020,11,0,1,DF
Emil Krafth,2020-2021,25,Sweden,Newcastle Utd,16,1288,14,1,0,DF
Emil Krafth,2021-2022,26,Sweden,Newcastle Utd,20,1634,18,0,1,DF
Emil Krafth,2023-2024,28,Sweden,Newcastle Utd,17,913,8,0,0,DF
Enda Stevens,2019-2020,29,Ireland,Sheffield Utd,38,3345,38,2,4,DF
Enda Stevens,2020-2021,30,Ireland,Sheffield Utd,30,2700,30,0,1,DF
Eric Bailly,2018-2019,24,Ivory Coast,Manchester Utd,12,638,8,0,0,DF
Eric Dier,2018-2019,24,England,Tottenham,20,1506,18,3,0,MF
Eric Dier,2019-2020,25,England,Tottenham,19,1344,15,0,2,DF
Eric Dier,2020-2021,26,England,Tottenham,28,2520,28,0,0,DF
Eric Dier,2021-2022,27,England,Tottenham,35,3071,35,0,0,DF
Eric Dier,2022-2023,28,England,Tottenham,33,2818,31,2,1,DF
Eric García,2020-2021,19,Spain,Manchester City,6,383,3,0,0,DF
Erik Durm,2018-2019,26,Germany,Huddersfield,28,2055,21,0,1,DF
Erik Pieters,2019-2020,30,Netherlands,Burnley,24,1878,21,0,4,DF
Erik Pieters,2020-2021,31,Netherlands,Burnley,20,1266,13,0,1,DF
Erik Pieters,2021-2022,32,Netherlands,Burnley,12,730,8,0,1,DF
Ethan Ampadu,2020-2021,19,Wales,Sheffield Utd,25,2089,23,0,0,DF
Ethan Pinnock,2021-2022,28,Jamaica,Brentford,32,2694,32,1,1,DF
Ethan Pinnock,2022-2023,29,Jamaica,Brentford,30,2700,30,3,0,DF
Ethan Pinnock,2023-2024,30,Jamaica,Brentford,29,2521,28,2,0,DF
Ezgjan Alioski,2020-2021,28,North Macedonia,Leeds United,36,2461,29,2,3,DF
Ezri Konsa,2019-2020,21,England,Aston Villa,25,2039,24,1,2,DF
Ezri Konsa,2020-2021,22,England,Aston Villa,36,3196,35,2,0,DF
Ezri Konsa,2021-2022,23,England,Aston Villa,29,2477,29,2,0,DF
Ezri Konsa,2022-2023,24,England,Aston Villa,38,3322,37,0,0,DF
Ezri Konsa,2023-2024,25,England,Aston Villa,35,3069,35,1,0,DF
Fabian Delph,2018-2019,28,England,Manchester City,11,725,8,0,1,DF
Fabian Schär,2018-2019,26,Switzerland,Newcastle Utd,24,1999,22,4,1,DF
Fabian Schär,2019-2020,27,Switzerland,Newcastle Utd,22,1672,18,2,0,DF
Fabian Schär,2020-2021,28,Switzerland,Newcastle Utd,18,1246,13,1,0,DF
Fabian Schär,2021-2022,29,Switzerland,Newcastle Utd,25,2158,25,2,2,DF
Fabian Schär,2022-2023,30,Switzerland,Newcastle Utd,36,3206,36,1,3,DF
Fabian Schär,2023-2024,31,Switzerland,Newcastle Utd,36,3054,35,4,1,DF
Fabinho,2020-2021,26,Brazil,Liverpool,30,2567,28,0,0,DF
Fabián Balbuena,2018-2019,26,Paraguay,West Ham,23,2013,23,1,0,DF
Fabián Balbuena,2019-2020,27,Paraguay,West Ham,17,1177,13,1,0,DF
Fabián Balbuena,2020-2021,28,Paraguay,West Ham,14,1198,13,1,0,DF
Federico Fernández,2018-2019,29,Argentina,Newcastle Utd,19,1484,17,0,1,DF
Federico Fernández,2019-2020,30,Argentina,Newcastle Utd,32,2620,29,2,2,DF
Federico Fernández,2020-2021,31,Argentina,Newcastle Utd,24,2079,24,0,0,DF
Felipe,2022-2023,33,Brazil,Nott'ham Forest,16,1418,15,0,1,DF
Felipe,2023-2024,34,Brazil,Nott'ham Forest,7,375,4,0,0,DF
Fernandinho,2019-2020,34,Brazil,Manchester City,30,2397,26,0,1,DF
Fernandinho,2021-2022,36,Brazil,Manchester City,19,964,10,2,1,MF
Fernando Marçal,2020-2021,31,Brazil,Wolves,13,623,7,0,0,DF
Fernando Marçal,2021-2022,32,Brazil,Wolves,18,1449,17,0,0,MF
Fikayo Tomori,2019-2020,21,England,Chelsea,15,1291,15,1,0,DF
Florent Hadergjonaj,2018-2019,24,Kosovo,Huddersfield,24,1842,19,0,0,DF
Florian Lejeune,2018-2019,27,France,Newcastle Utd,12,1054,12,0,0,DF
Florian Lejeune,2019-2020,28,France,Newcastle Utd,6,442,4,2,0,DF
Francisco Sierralta,2021-2022,24,Chile,Watford,5,427,5,0,0,DF
Fred Onyedinma,2023-2024,26,England,Luton Town,8,407,4,0,0,DF
Frederic Guilbert,2019-2020,24,France,Aston Villa,25,2041,22,0,2,DF
Gabriel Magalhães,2020-2021,22,Brazil,Arsenal,23,1996,22,2,0,DF
Gabriel Magalhães,2021-2022,23,Brazil,Arsenal,35,3063,35,5,0,DF
Gabriel Magalhães,2022-2023,24,Brazil,Arsenal,38,3409,38,3,0,DF
Gabriel Magalhães,2023-2024,25,Brazil,Arsenal,36,3044,34,4,0,DF
Gabriel Osho,2023-2024,24,Nigeria,Luton Town,21,1846,21,2,0,DF
Gary Cahill,2019-2020,33,England,Crystal Palace,25,2167,25,0,1,DF
Gary Cahill,2020-2021,34,England,Crystal Palace,20,1800,20,1,1,DF
Gaëtan Bong,2018-2019,30,Cameroon,Brighton,22,1808,19,0,0,DF
George Baldock,2019-2020,26,Greece,Sheffield Utd,38,3420,38,2,3,DF
George Baldock,2020-2021,27,Greece,Sheffield Utd,32,2787,32,0,2,DF
George Baldock,2023-2024,30,Greece,Sheffield Utd,13,969,11,0,1,DF
Gonzalo Montiel,2023-2024,26,Argentina,Nott'ham Forest,14,801,8,0,2,DF
Granit Xhaka,2018-2019,25,Switzerland,Arsenal,29,2498,29,4,2,MF
Granit Xhaka,2020-2021,27,Switzerland,Arsenal,31,2522,29,1,2,MF
Granit Xhaka,2021-2022,28,Switzerland,Arsenal,27,2327,27,1,2,MF
Grant Hanley,2019-2020,27,Scotland,Norwich City,15,1262,14,0,0,DF
Grant Hanley,2021-2022,29,Scotland,Norwich City,33,2897,33,1,0,DF
Greg Cunningham,2018-2019,27,Ireland,Cardiff City,7,630,7,0,0,DF
Hamza Choudhury,2021-2022,23,Bangladesh,Leicester City,6,285,4,0,0,DF
Hannes Delcroix,2023-2024,24,Haiti,Burnley,12,589,5,0,0,DF
Harry Maguire,2018-2019,25,England,Leicester City,31,2596,31,3,0,DF
Harry Maguire,2019-2020,26,England,Manchester Utd,38,3420,38,1,1,DF
Harry Maguire,2020-2021,27,England,Manchester Utd,34,3047,34,2,1,DF
Harry Maguire,2021-2022,28,England,Manchester Utd,30,2515,28,1,0,DF
Harry Maguire,2022-2023,29,England,Manchester Utd,16,767,8,0,0,DF
Harry Maguire,2023-2024,30,England,Manchester Utd,22,1653,18,2,2,DF
Harry Souttar,2022-2023,23,Australia,Leicester City,12,992,11,0,1,DF
Harry Toffolo,2022-2023,26,England,Nott'ham Forest,19,940,9,0,0,DF
Harry Toffolo,2023-2024,27,England,Nott'ham Forest,23,1459,15,1,3,DF
Hassane Kamara,2021-2022,27,Ivory Coast,Watford,19,1623,18,1,0,DF
Hugo Bueno,2022-2023,19,Spain,Wolves,21,1310,16,0,1,DF
Hugo Bueno,2023-2024,20,Spain,Wolves,22,741,7,0,0,DF
Håvard Nordtveit,2018-2019,28,Norway,Fulham,5,362,4,0,1,DF
Héctor Bellerín,2018-2019,23,Spain,Arsenal,19,1533,18,0,5,DF
Héctor Bellerín,2019-2020,24,Spain,Arsenal,15,1158,13,1,0,DF
Héctor Bellerín,2020-2021,25,Spain,Arsenal,25,2089,24,1,2,DF
Ibrahim Amadou,2019-2020,26,France,Norwich City,11,759,8,0,0,DF
Ibrahima Konaté,2021-2022,22,France,Liverpool,11,990,11,0,0,DF
Ibrahima Konaté,2022-2023,23,France,Liverpool,18,1552,17,0,0,DF
Ibrahima Konaté,2023-2024,24,France,Liverpool,22,1574,17,0,0,DF
Igor,2023-2024,25,Brazil,Brighton,24,1637,17,0,0,DF
Illia Zabarnyi,2023-2024,20,Ukraine,Bournemouth,37,3330,37,1,0,DF
Isaac Hayden,2020-2021,25,Jamaica,Newcastle Utd,24,1942,22,0,0,MF
Isaac Hayden,2021-2022,26,Jamaica,Newcastle Utd,14,1002,12,1,0,MF
Issa Diop,2018-2019,21,France,West Ham,33,2970,33,1,0,DF
Issa Diop,2019-2020,22,France,West Ham,32,2766,31,3,1,DF
Issa Diop,2020-2021,23,France,West Ham,18,1381,15,2,0,DF
Issa Diop,2021-2022,24,France,West Ham,13,963,10,0,1,DF
Issa Diop,2022-2023,25,France,Fulham,25,2012,21,1,0,DF
Issa Diop,2023-2024,26,France,Fulham,18,1424,16,0,0,DF
Issa Kaboré,2023-2024,22,Burkina Faso,Luton Town,24,1729,21,0,2,DF
Ivan Perišić,2022-2023,33,Croatia,Tottenham,34,2108,23,1,8,DF
Jack Hinshelwood,2023-2024,18,England,Brighton,12,869,8,3,0,DF
Jack O'Connell,2019-2020,25,England,Sheffield Utd,33,2916,32,0,1,DF
Jack Robinson,2019-2020,25,England,Sheffield Utd,6,504,6,0,0,DF
Jack Robinson,2020-2021,26,England,Sheffield Utd,11,877,9,0,1,DF
Jack Robinson,2023-2024,29,England,Sheffield Utd,34,2885,31,1,1,DF
Jack Simpson,2018-2019,21,England,Bournemouth,6,403,4,0,0,DF
Jack Stacey,2019-2020,23,England,Bournemouth,19,1549,17,0,2,DF
Jack Stephens,2018-2019,24,England,Southampton,24,1700,19,1,0,DF
Jack Stephens,2019-2020,25,England,Southampton,28,2451,27,1,3,DF
Jack Stephens,2020-2021,26,England,Southampton,18,1537,17,0,0,DF
Jack Stephens,2021-2022,27,England,Southampton,11,811,9,0,0,DF
Jack Stephens,2022-2023,28,England,2 Teams,17,1219,13,0,0,DF
Jacob Murphy,2020-2021,25,England,Newcastle Utd,26,1626,17,2,3,DF
Jacob Murphy,2021-2022,26,England,Newcastle Utd,33,1473,13,1,2,FW
Jacob Murphy,2023-2024,28,England,Newcastle Utd,21,1189,14,3,7,FW
Jakob Sørensen,2021-2022,23,Denmark,Norwich City,10,604,6,0,0,MF
Jakub Kiwior,2023-2024,23,Poland,Arsenal,20,946,11,1,3,DF
Jakub Moder,2020-2021,21,Poland,Brighton,12,647,7,0,0,DF
Jakub Moder,2023-2024,24,Poland,Brighton,17,618,6,0,0,MF
Jamaal Lascelles,2018-2019,24,England,Newcastle Utd,32,2745,32,0,1,DF
Jamaal Lascelles,2019-2020,25,England,Newcastle Utd,24,2076,24,1,0,DF
Jamaal Lascelles,2020-2021,26,England,Newcastle Utd,19,1625,19,2,0,DF
Jamaal Lascelles,2021-2022,27,England,Newcastle Utd,26,2058,22,1,0,DF
Jamaal Lascelles,2023-2024,29,England,Newcastle Utd,16,1080,13,1,0,DF
Jamal Lewis,2019-2020,21,Northern Ireland,Norwich City,28,2304,25,1,0,DF
Jamal Lewis,2020-2021,22,Northern Ireland,Newcastle Utd,24,1837,20,0,1,DF
Jamal Lewis,2021-2022,23,Northern Ireland,Newcastle Utd,5,262,4,0,0,DF
James Garner,2022-2023,21,England,Everton,16,804,7,0,1,MF
James Justin,2019-2020,21,England,Leicester City,13,1012,11,0,1,DF
James Justin,2020-2021,22,England,Leicester City,23,2070,23,2,1,DF
James Justin,2021-2022,23,England,Leicester City,13,998,11,0,0,DF
James Justin,2022-2023,24,England,Leicester City,14,1252,14,0,0,DF
James Milner,2018-2019,32,England,Liverpool,31,1789,19,5,4,MF
James Milner,2019-2020,33,England,Liverpool,22,937,9,2,2,MF
James Milner,2020-2021,34,England,Liverpool,26,1070,11,0,1,MF
James Milner,2021-2022,35,England,Liverpool,24,853,9,0,1,MF
James Milner,2022-2023,36,England,Liverpool,31,913,7,0,1,MF
James Milner,2023-2024,37,England,Brighton,15,773,11,0,2,DF
James Tarkowski,2018-2019,25,England,Burnley,35,3086,35,3,1,DF
James Tarkowski,2019-2020,26,England,Burnley,38,3420,38,2,2,DF
James Tarkowski,2020-2021,27,England,Burnley,36,3240,36,1,0,DF
James Tarkowski,2021-2022,28,England,Burnley,35,3106,35,1,2,DF
James Tarkowski,2022-2023,29,England,Everton,38,3420,38,1,1,DF
James Tarkowski,2023-2024,30,England,Everton,38,3419,38,1,1,DF
James Tomkins,2018-2019,29,England,Crystal Palace,29,2560,29,1,1,DF
James Tomkins,2019-2020,30,England,Crystal Palace,18,1582,18,1,1,DF
James Tomkins,2021-2022,32,England,Crystal Palace,8,547,6,1,0,DF
James Ward-Prowse,2018-2019,23,England,Southampton,26,1945,21,7,0,MF
James Ward-Prowse,2019-2020,24,England,Southampton,38,3420,38,5,3,MF
Jamie Shackleton,2020-2021,20,England,Leeds United,13,461,3,0,0,MF
Jamie Shackleton,2021-2022,21,England,Leeds United,14,709,7,0,0,DF
Jan Bednarek,2018-2019,22,Poland,Southampton,25,2151,24,0,1,DF
Jan Bednarek,2019-2020,23,Poland,Southampton,34,3057,34,1,1,DF
Jan Bednarek,2020-2021,24,Poland,Southampton,36,3100,36,1,1,DF
Jan Bednarek,2021-2022,25,Poland,Southampton,31,2629,30,4,0,DF
Jan Bednarek,2022-2023,26,Poland,2 Teams,23,1772,21,0,0,DF
Jan Paul van Hecke,2022-2023,22,Netherlands,Brighton,8,295,3,0,0,DF
Jan Paul van Hecke,2023-2024,23,Netherlands,Brighton,28,2369,26,0,0,DF
Jan Vertonghen,2018-2019,31,Belgium,Tottenham,22,1911,22,1,0,DF
Jan Vertonghen,2019-2020,32,Belgium,Tottenham,23,1645,19,1,1,DF
Jannik Vestergaard,2018-2019,25,Denmark,Southampton,23,2027,23,0,0,DF
Jannik Vestergaard,2019-2020,26,Denmark,Southampton,19,1497,17,1,0,DF
Jannik Vestergaard,2020-2021,27,Denmark,Southampton,30,2574,29,3,0,DF
Jannik Vestergaard,2021-2022,28,Denmark,Leicester City,10,567,6,0,0,DF
Japhet Tanganga,2019-2020,20,England,Tottenham,6,525,6,0,0,DF
Japhet Tanganga,2021-2022,22,England,Tottenham,11,735,10,0,0,DF
Jarell Quansah,2023-2024,20,England,Liverpool,17,1190,13,2,0,DF
Jarrad Branthwaite,2019-2020,17,England,Everton,4,300,2,0,0,DF
Jarrad Branthwaite,2023-2024,21,England,Everton,35,3116,35,3,0,DF
Javier Manquillo,2018-2019,24,Spain,Newcastle Utd,18,1101,12,0,3,DF
Javier Manquillo,2019-2020,25,Spain,Newcastle Utd,21,1599,18,0,1,DF
Javier Manquillo,2020-2021,26,Spain,Newcastle Utd,13,825,10,0,0,DF
Javier Manquillo,2021-2022,27,Spain,Newcastle Utd,19,1257,15,1,2,DF
Jayden Bogle,2020-2021,20,England,Sheffield Utd,16,1110,12,2,0,DF
Jayden Bogle,2023-2024,23,England,Sheffield Utd,34,2788,32,3,0,DF
Jaïro Riedewald,2019-2020,22,Netherlands,Crystal Palace,17,769,7,0,0,DF
Jefferson Lerma,2023-2024,28,Colombia,Crystal Palace,28,2400,27,1,1,MF
Jeremy Ngakia,2019-2020,18,,West Ham,5,440,5,0,0,DF
Jeremy Ngakia,2021-2022,20,,Watford,16,903,9,0,0,DF
Jetro Willems,2019-2020,25,Netherlands,Newcastle Utd,19,1493,18,2,2,DF
Joachim Andersen,2020-2021,24,Denmark,Fulham,31,2730,30,1,1,DF
Joachim Andersen,2021-2022,25,Denmark,Crystal Palace,34,2916,32,0,3,DF
Joachim Andersen,2022-2023,26,Denmark,Crystal Palace,32,2782,32,1,0,DF
Joachim Andersen,2023-2024,27,Denmark,Crystal Palace,38,3415,38,2,3,DF
Joe Bennett,2018-2019,28,England,Cardiff City,30,2639,30,0,1,DF
Joe Bryan,2018-2019,24,England,Fulham,28,2345,27,0,1,DF
Joe Bryan,2020-2021,26,England,Fulham,16,669,7,1,0,DF
Joe Gomez,2018-2019,21,England,Liverpool,16,1063,12,0,0,DF
Joe Gomez,2019-2020,22,England,Liverpool,28,2004,22,0,0,DF
Joe Gomez,2021-2022,24,England,Liverpool,8,331,4,0,1,DF
Joe Gomez,2022-2023,25,England,Liverpool,21,1466,15,0,0,DF
Joe Gomez,2023-2024,26,England,Liverpool,32,1786,17,0,1,DF
Joe Rodon,2020-2021,22,Wales,Tottenham,12,733,8,0,0,DF
Joe Worrall,2022-2023,25,England,Nott'ham Forest,30,2224,21,1,0,DF
Joel Ward,2018-2019,28,England,Crystal Palace,7,552,6,1,0,DF
Joel Ward,2019-2020,29,England,Crystal Palace,29,2382,27,0,0,DF
Joel Ward,2020-2021,30,England,Crystal Palace,26,2256,25,0,1,DF
Joel Ward,2021-2022,31,England,Crystal Palace,28,2487,27,0,0,DF
Joel Ward,2022-2023,32,England,Crystal Palace,28,2256,24,1,0,DF
Joel Ward,2023-2024,33,England,Crystal Palace,26,1980,23,0,1,DF
John Egan,2019-2020,26,Ireland,Sheffield Utd,36,3187,36,2,0,DF
John Egan,2020-2021,27,Ireland,Sheffield Utd,31,2629,30,0,1,DF
John Stones,2018-2019,24,England,Manchester City,24,1764,20,0,0,DF
John Stones,2019-2020,25,England,Manchester City,16,1122,12,0,0,DF
John Stones,2020-2021,26,England,Manchester City,22,1933,22,4,0,DF
John Stones,2022-2023,28,England,Manchester City,23,1846,21,2,2,DF
Jon Gorenc Stanković,2018-2019,22,Slovenia,Huddersfield,11,715,9,1,0,MF
Jonjoe Kenny,2018-2019,21,England,Everton,10,791,8,0,1,DF
Jonjoe Kenny,2021-2022,24,England,Everton,15,1018,11,0,1,DF
Jonny Castro,2018-2019,24,Spain,Wolves,33,2771,32,1,1,DF
Jonny Castro,2019-2020,25,Spain,Wolves,35,2887,33,2,2,MF
Jonny Castro,2020-2021,26,Spain,Wolves,7,495,7,0,0,MF
Jonny Castro,2021-2022,27,Spain,Wolves,13,1024,10,2,0,DF
Jonny Castro,2022-2023,28,Spain,Wolves,18,1261,14,1,0,DF
Jonny Evans,2018-2019,30,Northern Ireland,Leicester City,24,1996,21,1,0,DF
Jonny Evans,2019-2020,31,Northern Ireland,Leicester City,38,3383,38,1,1,DF
Jonny Evans,2020-2021,32,Northern Ireland,Leicester City,28,2473,28,2,2,DF
Jonny Evans,2021-2022,33,Northern Ireland,Leicester City,18,1348,16,1,1,DF
Jonny Evans,2022-2023,34,Northern Ireland,Leicester City,13,1051,12,0,0,DF
Jonny Evans,2023-2024,35,Northern Ireland,Manchester Utd,23,1392,15,0,1,DF
Jordan Beyer,2023-2024,23,Germany,Burnley,15,1234,15,0,1,DF
Jordan Henderson,2020-2021,30,England,Liverpool,21,1704,20,1,1,MF
Jordan Zemura,2022-2023,22,Zimbabwe,Bournemouth,19,1454,17,0,1,DF
José Holebas,2018-2019,34,Greece,Watford,28,2393,27,3,6,DF
José Holebas,2019-2020,35,Greece,Watford,14,1025,11,0,0,DF
João Cancelo,2019-2020,25,Portugal,Manchester City,17,1208,13,0,0,DF
João Cancelo,2020-2021,26,Portugal,Manchester City,28,2299,27,2,3,DF
João Cancelo,2021-2022,27,Portugal,Manchester City,36,3227,36,1,7,DF
João Cancelo,2022-2023,28,Portugal,Manchester City,17,1274,16,2,1,DF
Joël Matip,2018-2019,26,Cameroon,Liverpool,22,1537,17,1,0,DF
